feature_id_standardized	gene_symbol	description	gene_biotype	annotation_release
NCBI:GeneID:105346488	LOC105346488	uncharacterized LOC105346488	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136274789	LOC136274789	E3 ubiquitin-protein ligase TRIM71-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105335266	LOC105335266	ras-related protein Rap-2b	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105317393	LOC105317393	peroxisomal membrane protein PEX14	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:109619818	LOC109619818	E3 ubiquitin-protein ligase TRIM71-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333808	LOC105333808	CD63 antigen	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347162	LOC105347162	uncharacterized LOC105347162	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327937	LOC105327937	alsin	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105330624	LOC105330624	uncharacterized LOC105330624	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105342932	LOC105342932	WD repeat-containing protein 44	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105317637	LOC105317637	mitochondrial import inner membrane translocase subunit Tim21	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136273613	LOC136273613	uncharacterized LOC136273613	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105331133	LOC105331133	limbic system-associated membrane protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105324163	LOC105324163	mitochondrial import inner membrane translocase subunit Tim10 B	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105334269	LOC105334269	cyclin-C	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136269674	LOC136269674	protocadherin gamma-B7-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117689478	LOC117689478	uncharacterized LOC117689478	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320660	LOC105320660	uncharacterized LOC105320660	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105336061	LOC105336061	DNA ligase 4	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136270495	LOC136270495	uncharacterized LOC136270495	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327864	LOC105327864	uncharacterized LOC105327864	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136269576	LOC136269576	E3 ubiquitin-protein ligase TRIM71-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333239	LOC105333239	putative ankyrin repeat protein RF_0381	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344096	LOC105344096	dnaJ homolog subfamily C member 27	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322364	LOC105322364	uncharacterized LOC105322364	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105317384	LOC105317384	inactive serine/threonine-protein kinase 19	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117692548	LOC117692548	solute carrier family 28 member 3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332950	LOC105332950	E3 ubiquitin-protein ligase TRIM71-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339706	LOC105339706	uncharacterized LOC105339706	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338183	LOC105338183	uncharacterized LOC105338183	misc_RNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326135	LOC105326135	uncharacterized LOC105326135	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327591	LOC105327591	uncharacterized LOC105327591	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347350	LOC105347350	nuclear pore complex protein Nup85	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136275897	LOC136275897	uncharacterized LOC136275897	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105331883	LOC105331883	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117680407	LOC117680407	transcriptional repressor p66-beta	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136270843	LOC136270843	A disintegrin and metalloproteinase with thrombospondin motifs adt-1-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105325129	LOC105325129	E3 ubiquitin-protein ligase TRIM56	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318380	LOC105318380	protein EFR3 homolog B	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117690463	LOC117690463	uncharacterized LOC117690463	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318430	LOC105318430	receptor-type tyrosine-protein phosphatase epsilon	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136269654	LOC136269654	uncharacterized LOC136269654	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117691106	LOC117691106	tripartite motif-containing protein 3-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105330238	LOC105330238	uncharacterized LOC105330238	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105317875	LOC105317875	zinc finger CCCH domain-containing protein 10	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:109618161	LOC109618161	uncharacterized LOC109618161	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326358	LOC105326358	uncharacterized LOC105326358	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105323106	LOC105323106	galactose mutarotase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105349205	LOC105349205	uncharacterized LOC105349205	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105329371	LOC105329371	prefoldin subunit 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319376	LOC105319376	uncharacterized LOC105319376	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320492	LOC105320492	xanthine dehydrogenase/oxidase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136270072	LOC136270072	C-C chemokine receptor type 8-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105334485	LOC105334485	solute carrier family 2, facilitated glucose transporter member 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105336167	LOC105336167	myoneurin	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337281	Ace	angiotensin I converting enzyme	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117680638	LOC117680638	uncharacterized LOC117680638	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117691811	LOC117691811	BTB/POZ domain-containing protein 17	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117681219	LOC117681219	kelch-like protein 3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105336240	LOC105336240	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105329040	LOC105329040	calmodulin-lysine N-methyltransferase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105317890	LOC105317890	importin subunit beta-1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136272327	LOC136272327	uncharacterized LOC136272327	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105317353	LOC105317353	armadillo repeat-containing protein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136271768	LOC136271768	uncharacterized LOC136271768	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136271534	LOC136271534	uncharacterized LOC136271534	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136276511	LOC136276511	uncharacterized LOC136276511	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105324826	LOC105324826	tyrosinase-like protein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105324913	LOC105324913	uncharacterized LOC105324913	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136270575	LOC136270575	uncharacterized LOC136270575	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340540	LOC105340540	uncharacterized LOC105340540	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105346238	LOC105346238	cyclic nucleotide-binding domain-containing protein 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105336293	LOC105336293	uncharacterized LOC105336293	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:109620264	LOC109620264	zinc finger and BTB domain-containing protein 49	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105334332	LOC105334332	beta-1,3-galactosyltransferase 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136271864	LOC136271864	uncharacterized LOC136271864	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332649	LOC105332649	CAP-Gly domain-containing linker protein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105348887	LOC105348887	uncharacterized LOC105348887	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117681208	LOC117681208	tensin-3-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136271411	LOC136271411	uncharacterized LOC136271411	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347944	LOC105347944	exocyst complex component 3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343928	LOC105343928	cyclin-I	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117680533	LOC117680533	uncharacterized LOC117680533	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136270113	LOC136270113	uncharacterized LOC136270113	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105348521	LOC105348521	protein FAM241B	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343540	LOC105343540	post-GPI attachment to proteins factor 3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105336647	LOC105336647	uncharacterized LOC105336647	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319230	LOC105319230	uncharacterized LOC105319230	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344820	LOC105344820	histone-binding protein N1/N2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345108	LOC105345108	ATP-dependent Clp protease ATP-binding subunit ClpX	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333666	LOC105333666	sialin	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105335863	LOC105335863	adipose-secreted signaling protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105331161	LOC105331161	uncharacterized LOC105331161	misc_RNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339814	LOC105339814	ecotropic viral integration site 5 ortholog	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345518	LOC105345518	deleted in lung and esophageal cancer protein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105330266	LOC105330266	UPAR/Ly6 domain-containing protein CG9338	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105331577	LOC105331577	phospholipase A2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328653	LOC105328653	proteasome subunit alpha type-7	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117684205	LOC117684205	uncharacterized LOC117684205	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136273016	LOC136273016	heat shock 70 kDa protein 12A-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341389	LOC105341389	coiled-coil domain-containing protein 43	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337181	LOC105337181	uncharacterized LOC105337181	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339994	LOC105339994	kinesin-like protein KIF6	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341071	LOC105341071	trafficking protein particle complex subunit 2-like protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105330918	LOC105330918	RNA demethylase ALKBH5	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117690032	LOC117690032	uncharacterized LOC117690032	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328039	LOC105328039	uncharacterized LOC105328039	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105346413	LOC105346413	mediator of RNA polymerase II transcription subunit 28	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320621	LOC105320621	diphosphomevalonate decarboxylase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319700	LOC105319700	rhomboid-related protein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117692234	LOC117692234	toll-like receptor 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341353	LOC105341353	glutaminyl-peptide cyclotransferase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105335253	LOC105335253	protein SMIM7 homolog	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105348954	LOC105348954	uncharacterized LOC105348954	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136274623	LOC136274623	potassium voltage-gated channel subfamily A member 1-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320567	LOC105320567	corticotropin-releasing factor receptor 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318654	LOC105318654	protein strawberry notch homolog 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105323688	LOC105323688	sodium/potassium/calcium exchanger 4	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136275621	LOC136275621	uncharacterized LOC136275621	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105325509	LOC105325509	putative leucine-rich repeat-containing protein DDB_G0290503	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105348108	LOC105348108	ankyrin repeat and IBR domain-containing protein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327059	LOC105327059	elongator complex protein 3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333636	LOC105333636	enolase-phosphatase E1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332334	LOC105332334	uncharacterized LOC105332334	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333628	LOC105333628	calumenin	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105346964	LOC105346964	macrophage receptor MARCO	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320966	LOC105320966	sorting nexin-5	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326817	LOC105326817	NAD(P)H-hydrate epimerase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345015	LOC105345015	mucin-4	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319560	LOC105319560	protein spinster homolog 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105348747	LOC105348747	uncharacterized LOC105348747	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339282	LOC105339282	limbin	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105323689	LOC105323689	uncharacterized LOC105323689	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136270724	LOC136270724	uncharacterized LOC136270724	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136272662	LOC136272662	uncharacterized LOC136272662	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343265	LOC105343265	protein yippee-like 5	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105324488	LOC105324488	mitochondrial import inner membrane translocase subunit TIM44	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332397	LOC105332397	lysoplasmalogenase TMEM86A	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347778	LOC105347778	3'-5' exoribonuclease HELZ2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319936	LOC105319936	major facilitator superfamily domain-containing protein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136274115	LOC136274115	uncharacterized LOC136274115	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136269874	LOC136269874	uncharacterized LOC136269874	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345671	LOC105345671	interferon-induced protein 44	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327941	LOC105327941	uncharacterized LOC105327941	misc_RNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337861	LOC105337861	clathrin heavy chain linker domain-containing protein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319854	LOC105319854	uncharacterized LOC105319854	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105330422	LOC105330422	protein immune deficiency	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345333	LOC105345333	phosphoacetylglucosamine mutase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105348915	LOC105348915	WD repeat-containing protein 75	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136271241	LOC136271241	uncharacterized LOC136271241	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136273210	LOC136273210	ryncolin-1-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333463	LOC105333463	linear primary-alkylsulfatase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136271593	LOC136271593	putative uncharacterized protein DDB_G0289963	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136272003	LOC136272003	tripartite motif-containing protein 2-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105325902	LOC105325902	adenosine deaminase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105331028	LOC105331028	AP-1 complex subunit beta-1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341886	LOC105341886	uncharacterized LOC105341886	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345297	LOC105345297	arginine/serine-rich protein PNISR	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136270821	LOC136270821	uncharacterized LOC136270821	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338428	LOC105338428	neutral amino acid uniporter 4	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136271190	LOC136271190	multiple epidermal growth factor-like domains protein 10	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322843	LOC105322843	atlastin-1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105325586	LOC105325586	ras-related protein Rap-1b	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328453	LOC105328453	PMS1 protein homolog 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333872	LOC105333872	uncharacterized LOC105333872	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318887	LOC105318887	serine-rich adhesin for platelets	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332778	LOC105332778	retinol dehydrogenase 11	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105317916	LOC105317916	heat shock 70 kDa protein 12A	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105324687	LOC105324687	heparan sulfate 2-O-sulfotransferase 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105348182	LOC105348182	periodic tryptophan protein 2 homolog	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318629	LOC105318629	A disintegrin and metalloproteinase with thrombospondin motifs 3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318090	LOC105318090	nuclear cap-binding protein subunit 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136274958	LOC136274958	glutamine amidotransferase-like class 1 domain-containing protein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347149	LOC105347149	NAD-dependent protein deacetylase Sirt6	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105325575	LOC105325575	spermatogenesis-associated serine-rich protein 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332496	LOC105332496	uncharacterized LOC105332496	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136270651	LOC136270651	uncharacterized LOC136270651	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341766	LOC105341766	prostaglandin reductase 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339751	LOC105339751	uncharacterized LOC105339751	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344010	LOC105344010	beta-1,4-N-acetylgalactosaminyltransferase bre-4	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326040	LOC105326040	testis-expressed protein 47	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105321052	LOC105321052	uncharacterized LOC105321052	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337067	LOC105337067	uncharacterized LOC105337067	misc_RNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341694	LOC105341694	glyoxal reductase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136276165	LOC136276165	ryncolin-4-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105336045	LOC105336045	uncharacterized LOC105336045	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319585	LOC105319585	thrombospondin-type laminin G domain and EAR repeat-containing protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337612	LOC105337612	protein regulator of cytokinesis 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105334242	LOC105334242	chondroitin sulfate synthase 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105349128	LOC105349128	uncharacterized LOC105349128	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105334040	LOC105334040	hypothetical protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333795	LOC105333795	adhesion G protein-coupled receptor A3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105349051	LOC105349051	rhodopsin, GQ-coupled	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332134	LOC105332134	amino acid transporter heavy chain SLC3A1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340539	LOC105340539	leucine-rich repeat-containing protein 69	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326484	LOC105326484	uncharacterized LOC105326484	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344604	LOC105344604	1-deoxyxylulose-5-phosphate synthase YajO	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105330729	LOC105330729	protein SGT1 homolog	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105330791	LOC105330791	CAAX prenyl protease 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318033	LOC105318033	retrovirus-related Pol polyprotein from transposon 412	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332261	LOC105332261	ubiquitin-conjugating enzyme E2 Q2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117691583	LOC117691583	uncharacterized LOC117691583	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105330333	LOC105330333	glutathione S-transferase theta-1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344064	LOC105344064	cathepsin L	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117681618	LOC117681618	neuronal acetylcholine receptor subunit alpha-3-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319890	LOC105319890	uncharacterized LOC105319890	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327645	LOC105327645	uncharacterized LOC105327645	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339591	LOC105339591	uncharacterized LOC105339591	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333254	LOC105333254	period circadian protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319781	LOC105319781	sodium-dependent multivitamin transporter	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136275578	LOC136275578	uncharacterized LOC136275578	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343396	LOC105343396	protein kinase C and casein kinase substrate in neurons protein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105330930	LOC105330930	atos homolog protein A	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105329655	LOC105329655	GPI mannosyltransferase 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:109620099	LOC109620099	uncharacterized LOC109620099	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340170	LOC105340170	stabilin-2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347311	LOC105347311	uncharacterized LOC105347311	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326901	LOC105326901	kynurenine 3-monooxygenase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105335119	LOC105335119	neuronal acetylcholine receptor subunit alpha-10	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318323	LOC105318323	protein phosphatase methylesterase 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322770	LOC105322770	zinc finger protein GLI4	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105334922	LOC105334922	tRNA methyltransferase 10 homolog B	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320770	LOC105320770	formin-J	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341149	LOC105341149	uncharacterized LOC105341149	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341541	LOC105341541	BRD4-interacting chromatin-remodeling complex-associated protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105346316	LOC105346316	BET1-like protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105348479	LOC105348479	low-density lipoprotein receptor	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341297	LOC105341297	cdc42 homolog	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105349026	LOC105349026	heat shock 70 kDa protein 12A	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341409	LOC105341409	rac GTPase-activating protein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105331733	LOC105331733	uncharacterized LOC105331733	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105335021	LOC105335021	sorting nexin-2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136269711	LOC136269711	toll-like receptor 4	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105334528	LOC105334528	ankyrin-1	protein_coding	GCF_963853765.1-RS_2024_06
