feature_id_standardized	gene_symbol	description	gene_biotype	annotation_release
NCBI:GeneID:105334954	LOC105334954	T-complex protein 1 subunit beta	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105324612	LOC105324612	solute carrier family 28 member 3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332140	LOC105332140	nucleolar protein 58	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136271520	LOC136271520	uncharacterized LOC136271520	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:109618378	LOC109618378	uncharacterized LOC109618378	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318724	LOC105318724	uncharacterized LOC105318724	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105342399	LOC105342399	protein STPG4	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105336208	LOC105336208	fibropellin-1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344745	LOC105344745	very long-chain specific acyl-CoA dehydrogenase, mitochondrial	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337398	LOC105337398	glycerophosphodiester phosphodiesterase domain-containing protein 5	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105336187	LOC105336187	probable ATP-dependent RNA helicase DDX23	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326211	LOC105326211	serine/threonine-protein phosphatase PP1-gamma catalytic subunit A	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322112	LOC105322112	uncharacterized LOC105322112	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322542	LOC105322542	interleukin 17-like protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344132	LOC105344132	N-acetylated-alpha-linked acidic dipeptidase 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340839	LOC105340839	forkhead box protein B1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328509	LOC105328509	uncharacterized LOC105328509	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105317634	LOC105317634	uncharacterized LOC105317634	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340302	LOC105340302	G protein-activated inward rectifier potassium channel 3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328825	LOC105328825	bone morphogenetic protein 7	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327493	LOC105327493	solute carrier organic anion transporter family member 4A1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320318	LOC105320318	UDP-glucose 6-dehydrogenase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105346012	LOC105346012	glycogen synthase kinase-3 beta	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136276203	LOC136276203	uncharacterized LOC136276203	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328926	LOC105328926	vitamin D3 receptor	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319829	LOC105319829	uncharacterized LOC105319829	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339950	LOC105339950	putative DENN domain-containing protein 10 B	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337369	LOC105337369	recombining binding protein suppressor of hairless	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320380	LOC105320380	RRP15-like protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327689	LOC105327689	dynactin subunit 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318869	LOC105318869	protein NCBP2AS2 homolog	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117684317	LOC117684317	receptor-type tyrosine-protein phosphatase epsilon-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328423	LOC105328423	complement C1q tumor necrosis factor-related protein 3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340655	LOC105340655	uncharacterized LOC105340655	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326415	LOC105326415	rho-related protein racA	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341833	LOC105341833	uncharacterized LOC105341833	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347010	LOC105347010	vacuolar protein sorting-associated protein 37B	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105348065	LOC105348065	DNA topoisomerase 3-alpha	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333996	LOC105333996	PAN2-PAN3 deadenylation complex catalytic subunit PAN2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337297	LOC105337297	protein GUCD1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327613	LOC105327613	chromodomain-helicase-DNA-binding protein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318950	LOC105318950	protein phosphatase 1G	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105317568	LOC105317568	Golgi phosphoprotein 3 homolog sauron	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105321941	LOC105321941	uncharacterized LOC105321941	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344265	LOC105344265	SNARE-associated protein Snapin	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105330640	LOC105330640	histone-lysine N-methyltransferase EZH2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105336517	LOC105336517	bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:109621217	LOC109621217	fibropellin-1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332389	LOC105332389	E3 ubiquitin ligase TRAF3IP2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320933	LOC105320933	RING finger protein 150	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105324545	LOC105324545	lipoyl amidotransferase LIPT1, mitochondrial	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343217	LOC105343217	epidermal retinol dehydrogenase 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344787	LOC105344787	uncharacterized LOC105344787	misc_RNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136276238	LOC136276238	uncharacterized LOC136276238	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328325	LOC105328325	cartilage matrix protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105336025	LOC105336025	piezo-type mechanosensitive ion channel component 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105334513	LOC105334513	uncharacterized LOC105334513	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105329400	LOC105329400	rhophilin-2-B	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333728	LOC105333728	uncharacterized LOC105333728	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332051	LOC105332051	macrophage mannose receptor 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338283	LOC105338283	uncharacterized LOC105338283	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105330351	LOC105330351	uncharacterized LOC105330351	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344468	LOC105344468	uncharacterized LOC105344468	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105346244	LOC105346244	secretin receptor	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136275930	LOC136275930	steroidogenic acute regulatory protein, mitochondrial-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105336689	LOC105336689	exocyst complex component 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322049	LOC105322049	protein lifeguard 4	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136269498	LOC136269498	serine protease inhibitor Kazal-type 10-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117683597	LOC117683597	uncharacterized LOC117683597	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332139	LOC105332139	uncharacterized LOC105332139	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319733	LOC105319733	putative polypeptide N-acetylgalactosaminyltransferase 10	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344414	LOC105344414	stabilizer of axonemal microtubules 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105334084	LOC105334084	zinc finger MYND domain-containing protein 11	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117692700	LOC117692700	uncharacterized LOC117692700	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105323136	LOC105323136	microtubule-actin cross-linking factor 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345204	LOC105345204	uncharacterized LOC105345204	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105336510	LOC105336510	aquaporin-5	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344623	LOC105344623	uncharacterized LOC105344623	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105346192	LOC105346192	uncharacterized LOC105346192	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320597	LOC105320597	phospholipid phosphatase 3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343282	LOC105343282	traB domain-containing protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117684294	LOC117684294	UPF0489 protein C5orf22 homolog	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117681859	LOC117681859	mucin-22	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328030	LOC105328030	gelsolin-like protein 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338935	LOC105338935	homeodomain-interacting protein kinase 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105317830	LOC105317830	pleckstrin homology domain-containing family A member 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105325110	LOC105325110	receptor-type tyrosine-protein phosphatase epsilon	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320850	LOC105320850	limbic system-associated membrane protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105331677	LOC105331677	mediator of RNA polymerase II transcription subunit 14	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136273708	LOC136273708	glutathione S-transferase kappa 1-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340630	LOC105340630	mannan endo-1,4-beta-mannosidase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105336545	LOC105336545	steroid 17-alpha-hydroxylase/17,20 lyase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347503	LOC105347503	calcitonin gene-related peptide type 1 receptor	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328291	LOC105328291	tigger transposable element-derived protein 4	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117689756	LOC117689756	uncharacterized LOC117689756	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328196	LOC105328196	atrial natriuretic peptide receptor 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345875	LOC105345875	serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit gamma	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328088	LOC105328088	mid1-interacting protein 1A	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105321876	LOC105321876	coiled-coil domain-containing protein 12	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105331810	LOC105331810	alpha-mannosidase 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340651	LOC105340651	cystatin-A2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105331196	LOC105331196	multidrug resistance-associated protein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319466	LOC105319466	tropomodulin-1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105325808	LOC105325808	sphingosine-1-phosphate lyase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117689403	LOC117689403	serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136274912	LOC136274912	E3 ubiquitin-protein ligase TRIM71-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105342740	LOC105342740	hypothetical protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318514	LOC105318514	class E basic helix-loop-helix protein 22	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105346836	LOC105346836	small nuclear ribonucleoprotein G	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136272030	LOC136272030	uncharacterized LOC136272030	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136274105	LOC136274105	uncharacterized LOC136274105	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326168	LOC105326168	uncharacterized LOC105326168	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136276474	LOC136276474	uncharacterized LOC136276474	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320004	LOC105320004	small conductance calcium-activated potassium channel protein 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105323518	LOC105323518	uncharacterized LOC105323518	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105346105	LOC105346105	indoleamine 2,3-dioxygenase 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105321006	LOC105321006	uncharacterized LOC105321006	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344425	LOC105344425	uncharacterized LOC105344425	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347200	LOC105347200	uncharacterized LOC105347200	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136269518	LOC136269518	uncharacterized LOC136269518	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105317472	LOC105317472	phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345691	LOC105345691	V-type proton ATPase subunit G	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322256	LOC105322256	uncharacterized LOC105322256	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105342552	LOC105342552	cyclic GMP-AMP synthase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105348209	LOC105348209	uncharacterized LOC105348209	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318006	LOC105318006	large ribosomal subunit protein mL41	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:109617923	LOC109617923	uncharacterized LOC109617923	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339428	LOC105339428	resistance to inhibitors of cholinesterase protein 3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326478	LOC105326478	tRNA-uridine aminocarboxypropyltransferase 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105331099	LOC105331099	uncharacterized LOC105331099	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105325843	LOC105325843	peptidyl-prolyl cis-trans isomerase B	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343693	LOC105343693	zinc finger protein aebp2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320315	LOC105320315	protein DGCR6	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339753	LOC105339753	tyrosine-protein phosphatase non-receptor type 13	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117681463	LOC117681463	toll-like receptor 4	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332408	LOC105332408	uncharacterized LOC105332408	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332831	LOC105332831	heat shock 70 kDa protein 12A	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332646	LOC105332646	glucose dehydrogenase [FAD, quinone]	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340590	LOC105340590	dihydropyrimidinase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319828	LOC105319828	acetyl-coenzyme A synthetase 2-like, mitochondrial	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105335560	LOC105335560	extracellular signal-regulated kinase 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344317	LOC105344317	uncharacterized LOC105344317	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319636	LOC105319636	SH3 domain-binding protein 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333959	LOC105333959	dentin sialophosphoprotein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344014	Globin	globin-2B	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105334259	LOC105334259	band 4.1-like protein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105335835	LOC105335835	RAB6A-GEF complex partner protein 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341557	LOC105341557	uncharacterized LOC105341557	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117683998	LOC117683998	complement C1q subcomponent subunit C-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105334704	LOC105334704	serine/threonine-protein kinase Nek11	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117688979	LOC117688979	thrombospondin-1-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136272999	LOC136272999	uncharacterized LOC136272999	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117681344	LOC117681344	uncharacterized LOC117681344	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105321370	LOC105321370	cancer-related nucleoside-triphosphatase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347316	LOC105347316	di-N-acetylchitobiase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105348754	LOC105348754	uncharacterized LOC105348754	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337992	LOC105337992	host cell factor 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337798	LOC105337798	tyrosine 3-monooxygenase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105346062	LOC105346062	uncharacterized LOC105346062	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339464	LOC105339464	phospholipase A2 inhibitor beta	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117692688	LOC117692688	uncharacterized LOC117692688	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327235	LOC105327235	allene oxide synthase-lipoxygenase protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117688963	LOC117688963	3-oxo-5-alpha-steroid 4-dehydrogenase 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105317219	LOC105317219	methylosome subunit pICln	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105330913	LOC105330913	CD63 antigen	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117680731	LOC117680731	uncharacterized LOC117680731	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105325415	LOC105325415	tektin-2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105346564	LOC105346564	little elongation complex subunit 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136271319	LOC136271319	uncharacterized LOC136271319	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105321178	LOC105321178	NF-kappa-B inhibitor alpha	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344375	LOC105344375	uncharacterized LOC105344375	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136271284	LOC136271284	sorting nexin-12-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339606	LOC105339606	scavenger receptor cysteine-rich domain superfamily protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105334470	LOC105334470	arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105342679	LOC105342679	alpha-1,6-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340753	LOC105340753	kelch-like protein 20	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343136	LOC105343136	PAT complex subunit Asterix	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117682430	LOC117682430	uncharacterized LOC117682430	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105348737	LOC105348737	POU domain, class 4, transcription factor 3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326816	LOC105326816	uncharacterized LOC105326816	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322899	LOC105322899	demethylmenaquinone methyltransferase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105323589	LOC105323589	cytoplasmic tRNA 2-thiolation protein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105317679	LOC105317679	carnosine synthase 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105317181	LOC105317181	ceramide transfer protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136273929	LOC136273929	uncharacterized LOC136273929	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332281	LOC105332281	UPAR/Ly6 domain-containing protein qvr	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326004	LOC105326004	low affinity immunoglobulin epsilon Fc receptor-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345934	LOC105345934	retinol dehydrogenase 13	protein_coding	GCF_963853765.1-RS_2024_06
